Tiempo autenticacion, Tiempo Consulta
440708,471799
454292,163303
455197,163303
518587,302458
460027,241182
671627,154248
676457,205865
1253603,125572
427729,172057
346529,94179
321777,127986
327211,80595
265632,98103
267746,118025
878398,336266
1018458,270462
443123,131609
498664,203451
1269601,480855
1239718,483571
1154595,531264
1242132,479950
1231870,473912
1199571,469686
1377062,440104
559035,248427
569600,294308
1154896,461838
554206,93877
267444,99913
1139803,452481
4878275,508324
626651,310910
505305,330229
370376,105045
360113,159681
404183,153342
379432,153040
390298,118629
318457,187452
248728,66710
7994926,238163
637819,518285
732300,343511
2667793,383657
335663,83010
390601,265934
1034154,500174
1068264,494137
595560,282234
610652,142778
1021174,530359
949937,488100
1044116,477836
1080036,544546
1019062,484175
999441,477232
1028721,479647
612162,285856
770334,509833
923675,406599
973180,509833
798406,372791
1000347,467271
396034,192281
981934,469988
675249,267444
282234,149720
224580,138551
800820,374904
959899,463950
396335,184735
356189,233937
434973,185641
229107,78181
284348,92669
231824,519492
227598,118327
959596,466970
989480,476025
855759,476327
968652,463649
961709,269858
933335,321476
1020571,488703
933034,327814
788445,413239
942995,333549
916431,342001
923978,327211
697586,262614
701510,276499
940278,543641
903754,455197
912205,329927
744978,261105
870851,512248
868436,386676
895905,557224
941485,446141
880510,323588
912507,404184
927902,328116
1080640,450971
906772,440104
992800,439803
894999,440407
942692,484175
544546,292497
303063,134325
240276,141268
169340,57051
128892,44372
177491,54032
250237,101122
879605,436784
902545,439501
856060,457914
915828,444934
469686,246917
475723,195300
818933,501380
605219,298836
843383,223976
883227,335360
726866,321777
736224,293403
712981,372489
651403,356188
755542,352868
409013,122251
258689,115611
252048,121346
762787,409919
914318,435275
870248,437689
891076,429841
892886,434068
875681,435878
623632,298836
864814,433162
669514,361019
255973,164209
402071,141570
327211,192583
685512,348643
230013,136740
242691,163002
219449,68219
181415,147607
185339,187150
253256,118931
872058,436482
891075,464253
891075,436482
721735,354982
741054,355585
647780,377621
511041,253860
833421,431652
860890,456706
400561,197413
879907,431954
525529,256275
528548,256274
526133,264123
344416,164511
874775,432860
644158,277706
607936,298534
613671,303666
812895,415352
759164,467272
447953,184433
314533,152437
259293,132213
265934,154549
294610,169341
887755,435879
475120,225184
876586,426823
870247,427427
823762,448858
624538,335964
568392,181415
703020,486590
164813,63993
1176932,38034
153040,113498
129797,103536
464555,253859
846703,428332
862097,425616
875983,356188
619104,283441
451877,210393
443424,214921
876586,426219
429841,147909
274386,138854
294308,191678
1003365,571713
396637,194998
255973,124062
704831,338983
437991,214015
886547,428634
876586,428030
703020,420785
200432,89953
352264,183528
845797,433463
596767,295516
865417,430445
498665,174170
873266,428634
808971,431048
692455,348944
623028,354378
706642,346530
389997,197111
344114,160587
208883,67616
202243,99008
226391,87538
168737,63088
328418,150928
553602,215826
311213,152738
705736,348341
700001,346529
708453,350454
862097,432558
869040,424710
946918,428332
862097,424408
1038079,423502
454896,266839
332041,121647
970463,444028
411428,264123
167831,47090
110781,44674
299742,112290
839761,419276
849721,320872
803236,419276
522208,144287
160888,63692
230316,60371
824667,316646
816518,434067
797199,380337
865418,323890
822856,433162
850627,426219
825573,416258
830402,418975
560545,188659
391506,227297
242993,149720
203450,46184
154852,87839
190772,56447
358603,171152
582579,287668
790860,421691
763995,417465
685513,381544
585900,284951
568997,286460
565676,284348
636611,231825
296723,149418
214317,124364
320268,53730
365546,148210
578354,339586
667401,337775
690342,346228
626349,348944
348944,174472
193791,121647
190470,116516
159077,95688
293403,153342
408409,198923
382752,149418
434067,171152
191376,44674
684908,341398
836138,421993
710264,312722
501985,249030
501683,250841
300043,212506
304269,181113
289479,98103
313326,106856
359509,192583
239673,167227
116214,120440
214921,123760
817724,425012
198620,60371
351359,170849
771541,415051
834025,434973
760372,417164
476629,234843
803538,414748
566883,277103
1024495,362226
500475,250238
844892,418974
559940,282838
798104,421389
787841,422597
688531,339889
755241,379733
797198,399656
586202,325701
316948,172963
239974,139759
341096,173868
349548,174774
356491,174774
354378,174170
353773,174171
824667,420484
744374,330229
272575,136438
137947,89047
117422,109875
153946,65503
138249,85425
115006,47694
105649,52825
355283,171152
465460,230014
798405,417466
793275,409918
813800,415353
659250,344115
642045,342001
825271,409617
824365,293705
792671,409013
800821,415956
811688,413541
634800,355284
808669,287668
741959,398750
794482,410221
799010,406296
800217,408108
341699,173265
246012,117723
480553,243597
808367,417164
413843,173868
490514,245710
492627,246615
939674,554508
263217,139457
305779,85425
412938,208279
933637,531264
139457,52825
813197,414749
378828,194696
360415,122553
249634,159681
310910,144890
230014,125269
215223,86028
133420,91462
307288,113799
613067,444330
657440,241785
562356,207072
232126,117120
242691,125572
805046,284046
806255,287969
795387,411730
802029,415352
804443,409919
800821,414447
452782,226089
301855,60371
817121,338983
775767,289479
341398,156059
341397,169945
648384,333852
441312,323588
