Tiempo autenticacion, Tiempo Consulta
5961531101,4734921
6228645159,7254518
6056486414,20793387
6224011058,9045433
6166222434,18403891
6223454434,37851603
635139059,36379750
566690976,80940416
814221186,1252403
569766593,80995957
914572185,2135937
974879197,1106002
1299868813,1674096
669685333,1994064
1050617417,1001259
839469373,1150375
570965265,1297379
1361650093,1183278
218931416,1384918
1969586444,1524678
1558432483,971978
811911379,974091
1598970911,1160034
2135925396,1005484
1233448300,1137094
1320904893,1152488
1383055645,1144339
470451867,4076271
479216272,9758418
1089139745,1000956
1762594662,813202
456671814,2083716
542936376,2948233
536265346,1007899
444956762,1128038
506150629,943302
868226943,1449213
2228420880,2279319
792799031,913116
1557642223,1512905
821928790,3311367
1085294697,884138
953403614,5083264
399173879,5178952
628402527,1378881
622506966,27276965
718159870,991599
1026283856,782111
383459831,1121397
625089954,3034563
473696523,788449
1129892189,916436
1122020978,918851
622418824,834332
627349048,646275
1097092458,1030538
822156693,895004
1477413584,946321
539584259,1726921
285118593,1530413
1502157670,885346
669435093,831313
1414328888,782111
356020167,1123208
1131407207,15556177
544855580,875384
486363631,675253
1286290401,821955
532053844,916134
931149542,738944
992999947,686120
893198025,930926
653893105,628163
1155141884,584998
1290736747,435278
