Tiempo autenticacion, Tiempo Consulta
1630354348,11284433
1643350676,13911894
186861190,1269658
330823300,1132911
270888293,1249734
610019305,1128986
657164765,991938
213300913,1307390
173950895,1024540
596143333,824402
492127732,936093
250892247,1017295
370288933,1179399
305074252,1170041
308981331,1168833
206872933,1137440
399096206,1349653
534408285,810214
281523106,3060943
309879086,750143
168495535,898963
267088678,954507
390225208,878135
143216797,970506
517609627,758595
954424858,729012
369913108,828930
395842370,737464
258918919,954507
275070072,766443
529517721,883568
312816264,740482
536448915,722370
410877515,667431
250903114,707881
601042652,769160
522260811,924924
603467860,691882
510545310,689467
217542763,691580
228429939,620641
414743842,616717
294340425,1019409
681744375,648111
325619697,729313
300676637,678599
403178067,716635
258670482,709088
624499616,1075858
843746727,645696
526614655,909830
276196944,776103
540622240,664412
217889006,642677
584446246,600717
209638950,704561
869984801,1282336
310628927,687957
554073182,710295
267122488,652035
289882136,3220329
346389431,767650
271395430,658677
339121654,883870
335208538,844627
518334714,1947351
301597938,667733
905271070,600416
383112894,591360
126840755,618225
104531191,645696
865184494,4499043
376946635,943639
766430454,584417
129138876,633622
727458980,567814
424402113,2055118
432609000,576267
229710161,557249
702670174,576568
340027259,569927
501711139,524345
504476553,528873
718924866,515893
565405009,693995
429327091,672864
841906841,604038
601611674,633923
409192186,531891
197738405,505327
398487037,645394
701438251,583511
333939786,500196
269724893,1034502
191049611,603736
189687582,556946
338432188,569625
1063766922,588944
106673550,666524
393900453,591057
661200439,771273
615459269,568116
680324991,698523
326976293,560569
314174971,614906
341712589,609471
395738226,587134
387530432,518610
349164203,584719
692901421,607358
306264518,559664
269832961,686750
358330126,633018
111429783,512572
642537141,544268
1549253556,1777097
285904118,580492
155777227,537024
375968582,534005
1018062580,690674
123143775,558154
270538729,686750
156594988,619131
573430776,537627
216288502,569625
421153408,514987
207357431,677091
380296465,643583
860824010,539438
532098995,611886
388336420,510761
720760829,678901
462118420,487517
167418168,677392
711041883,548192
520277840,526156
502541277,499893
663277593,1975123
415344861,511667
388760847,442539
516409702,513779
321294531,12321955
566641763,634527
615049936,504120
362435834,578077
467483220,535212
184363836,461556
287537827,498687
540879131,534005
475760745,463368
472253944,478763
196007492,561173
839091619,671354
267131544,604943
169592523,489932
833410763,501101
352461810,505629
220476921,574757
165658578,474838
202597877,447368
381240406,505931
271583797,560267
742231499,491442
393106842,441633
219289976,724786
506076454,517704
823179547,482385
411660260,556947
279384068,612491
217008758,442237
670600914,7114428
422019165,497479
508525510,459745
591730021,519817
462092157,530986
279788270,363751
297296620,550306
162833998,444048
567711583,435596
304693294,690675
301146042,544872
362651669,471217
823368517,565700
665954258,502007
535599156,405710
496034812,470009
449049342,439822
278394847,450085
313965475,562683
210415657,403598
759990401,561173
345657401,457934
753205009,444350
190956937,422918
301248376,413861
552591009,446161
866043309,445256
405339443,782744
1074945098,368883
545184977,394542
657033753,428351
502359854,484196
545245350,429559
664921869,458538
642836292,449784
807078808,470914
671813216,512270
211052901,576568
554896678,452500
473459605,560871
479125066,471820
572185873,505025
552831296,438614
374782844,1876110
463436074,561475
578170709,405711
295213126,400579
344410384,452500
433058482,452802
117216595,622452
128303305,429860
487400477,479971
334804337,452802
411971184,453708
385920569,373713
537343953,428955
416878050,396051
518319017,414163
245752640,430162
724029154,408730
313253973,490837
607816271,412352
502352005,435294
563578103,1036917
833693311,368279
261402690,508044
204556397,413257
346518329,372807
645411227,453406
384420285,409936
455878504,435898
203205235,511969
204798797,559362
994601089,425030
277280652,491441
219836056,376731
179552662,384278
389048829,402994
623638387,431067
179936336,460651
351348822,416578
210804766,402692
374500899,464575
266698966,540948
242549216,470914
217770371,697014
641215563,549702
383697915,514987
666601161,444350
499844991,408729
528968623,354091
198478585,404202
326946408,426238
91514035,518308
547739989,427747
215434516,386694
324408603,452500
219204849,451896
301791134,457330
641111719,489631
515284036,482687
176737741,513780
265785211,1005825
450351601,386089
516264201,428351
219310805,543362
610226386,438010
549247217,473027
144423968,447066
207735672,358620
584233429,431973
267419828,432275
251466399,427144
750608339,450086
864511932,372505
332620019,377033
634896558,396654
212709553,1158872
459714946,358619
184505714,433784
492787012,341715
432352111,430766
400922509,404503
471305474,417483
658311260,421106
179386634,385486
406112527,389712
621286834,374316
440171401,490536
481741055,408126
429965843,414163
839516045,448878
261359221,336281
328420429,371298
213169298,380354
1002527844,425634
393462745,402692
